text,text_clean,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
SAM Ulasan Ekonomi Harian Rabu 18 April 2018; ; #reksadana; #reksadanasam; #samrisetharian; #beritaekonomi; #makroekonomi; #marketupdate; #samuelasetmanajemen,ulasan ekonomi harian rabu 18 april 2018 reksadana reksadana sam riset harian berita ekonomi makroekonomi market update samual aset manajemen,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Iya semua mulai dari ta* yang disebarin ahog.. makanya cebong macam lo makin subur\xf0\x9f\x98\x9c',iya ta disebarkan ahok cebong subur,1,1,1,0,0,0,0,0,1,1,0,0
Pantasnya jadi R1 nih Gubernur Indonesia cc Cep John ð???ð??¿ USER,pantasnya r1 nih gubernur indonesia cc cep john,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Nga inget kpn terakhir kali mimpi indah. Reality kek tai, mimpi masa tai jg :('",kali mimpi indah realita kayak tai mimpi tai,0,1,0,0,0,0,0,0,0,0,0,0
kita bukan takut kita cuma mau ganyang pki bahaya kalo embrio iblisnya berkembang biak,takut ganyang partai komunis indonesia bahaya embrio iblisnya berkembang biak,1,0,0,1,0,1,0,0,0,0,0,1
"si kunyuk makin gak jelas lama lama twitnya menggenapka generalisasi kaumnya , bacot tanpa mutu seperti yg sudah terlihat 2th terakhir disini.... sarap'",sih kunyuk twitnya menggenapkan generalisasi kaumnya bacot mutu sepe i sarap,1,1,1,0,0,0,1,0,0,1,0,0
USER Harga yahudi \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',harga yahudi,0,0,0,0,0,0,0,0,0,0,0,0
RT USER hahaha antek komunis kelojotan menjelang 30/sept... Kecebong adalah anak PKI!!!!,haha antek komunis kelojotan menjelang 30 september kecebong anak partai komunis indonesia,1,1,0,1,0,1,0,0,0,0,1,0
"USER Politik butuh orang beragama, tapi bukan agama dipolotikan kayak kamu jul eh koh eh tad...",politik butuh orang beragama agama dipolotikan kayak jul eh koh eh tad,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: kesel bat wa liat yg terlalu parnoan terus bikin video viral, ternyata dugaannya justru yg keliru.\n\nTipikal yg kalo nyebar h\xe2\x80\xa6'",kesal banget wa lihat parnoan bikin video viral dugaannya keliru tipikal menyebar h,0,0,0,0,0,0,0,0,0,0,0,0
USER Klo NU CABANG KRISTEN GIMN?',nu cabang kristen,1,0,1,0,1,0,0,0,0,1,0,0
USER Jkw bukan orang kafir..',jokowi orang kafir,0,0,0,0,0,0,0,0,0,0,0,0
USER Cebong mana ngerti wkwkw',cebong nge i wkwk,1,1,0,1,0,0,0,0,1,0,1,0
"*lagi jalan2 ke ptc*\n\nAyah : ada pameran. Ayo\nAq : ayo. Pameran apa?\nAyah : pameran budha-budha gt.\nAq : (dalam hati) hmmm kalo ayah mah masih cocok2 aja kesana, mukanya masih ada chinese2nya -_-'",jalan jalan provides technology solutions ayah pameran ayo ayo pameran ayah pameran buddha buddha hati hmmm ayah cocok cocok kesana mukanya cina cinanya,0,0,0,0,0,0,0,0,0,0,0,0
"HEBOH... Anies Bertemu Erdogan, Warganet: Gubernur rasa Presiden, Tidak Plonga Plongo; ; ""Ngobrolnya Nyambung. Gak Plonga Plongo. Pemimpin Muslim ya begini,"" komen warganet.; ; ð???ð???; ;",heboh anies be emu erdogan warganet gubernur presiden plonga plongo mengobrolnya menyambung plonga plongo pemimpin muslim ya komen warganet,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Kampang ini orang',kampang orang,1,1,1,0,0,0,0,0,1,1,0,0
"Jiwa semuda itu jangan dilukai dengan penderitaan tak perlu, sekalipun cacat ayahnya sendiri. Dia hendaknya tetap mencintai aku dan memandang aku sebagai ayahnya yang mencintainya, tanpa melalui suara dan pandang orang lain...\nPramoedya ananta Toer'",jiwa semuda dilukai penderitaan cacat ayahnya mencintai memandang ayahnya mencintainya suara pandang orang pramoedya ananta toer,0,0,0,0,0,0,0,0,0,0,0,0
"Pas Olivia nongol,\n""Lucu bangettttttt setan""\n\nSHUUUSH \xe2\x98\x9d\xef\xb8\x8f\n\nOke.'",pas olivia nongol lucu banget setan nshuuush oke,0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Imam : rapatkan saf luruskan saf\nSenior: *panggil junior masuk\nJunior : *buat bodo \n\nSenior: URL,imam rapatkan saf luruskan saf senior panggil junior masuk junior bodoh senior uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER Percuma jk ujung2nya yg kluar hanyalah cocoklogi yg dipaksakan utk membenarkan kalimat USER yg kentara jelas penghinaan pada kitab suci.; Agama manapun tak ak,ujung ujungnya cocokologi dipaksakan membenarkan kalimat kentara penghinaan kitab suci agama manapun,0,0,0,0,0,0,0,0,0,0,0,0
Faham betui betui maksud menegakkan agama Allah dengan berjihad sepenuhnya,paham maksud menegakkan agama allah berjihad sepenuhnya,0,0,0,0,0,0,0,0,0,0,0,0
Muslim Rohingya berusia 80 tahun ini harus lari dari persekusi Teroris Budha!,muslim rohingya berusia 80 lari persekusi teroris buddha,1,0,0,1,1,0,0,0,0,0,1,0
gerombolan yang bergabung di partai sinting indonesia (psi) mayoritas pendukung penista islam AHOK LAKNATULLAH URL,gerombolan bergabung ai sinting indonesia psi mayoritas pendukung penista islam ahok laknatullah uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
USER namanya juga rejim jungkir balik ga malu lagi pengen 2 periode sori ya ane mah memilih 2019 ganti peresiden',namanya rejim jungkir malu 2 periode sori ya memilih 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
Saatnya Di lengserkan. lengserkan jokowi,lengserkan lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
USER Intinya prabowo dan amin berprasangka yg tidak berdasar itu krn ingin menjegal PDIP tidak berkuasa lagi di 2019.,intinya prabowo amin berprasangka berdasar menjegal partai demokrasi indonesia perjuangan berkuasa 2019,1,0,0,1,0,0,0,0,1,0,1,0
"26. Sabtu kemarin polisi memilih hentikan diskusi Sesuai dugaan... USER serang Jokowi dengan isu pemerintah represif, rezim otoriter",26 sabtu kemarin polisi memilih hentikan diskusi sesuai dugaan serang jokowi isu pemerintah represif rezim otoriter,1,0,1,0,0,0,0,0,1,1,0,0
USER Iyaaa sayangkuuu sipit',iya sayangkuuu sipit,0,0,0,0,0,0,0,0,0,0,0,0
USER Gua buta bahasa asing artinya sangat lelah itu apaan min?',gue buta bahasa asing a inya lelah min,0,0,0,0,0,0,0,0,0,0,0,0
"sempet putus, terus aku masih belum berani approach dan nunggu lagi. pas udah berani eh si kunyuk balikan. yaudah lah yA nunggu lagi'",putus berani approach menunggu pas berani eh sih kunyuk balikan ya ya menunggu,0,1,0,0,0,0,0,0,0,0,0,0
"USER Trua kl masalah tanah emg itu tanah palestina tananya nenek moyang kaum yahudi tp wkt dlu yahudi pindah ke negara eropa besar2an nah masukulah palestina menetap di situ dan lama2 mayorita palestina , lalu pas kepemimpinan hitler mulailah hitle",trua tanah tanah palestina tananya nenek moyang kaum yahudi yahudi pindah negara eropa besaran masuklah palestina menetap situ mayoritas palestina pas kepemimpinan hitler hitler,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Kak USER paham Kristen dan Budha?\n\nMendalami kedua agama tadi?\nKok yakin betul dgn kesimpulan tdk ada kristen nusantara dan tidak ada Budha nusantara\n\xf0\x9f\x98\x8a',kak paham kristen buddha mendalami agama kesimpulan kristen nusantara buddha nusantara,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Oleh-oleh onta mekkah nya mana?',onta makkah nya,0,0,0,0,0,0,0,0,0,0,0,0
Bagaimana jika Kapolri pensiun dini saja ketimbang tdk punya ketegasan memimpin polri yg pd akhirnya aduan spt ini jadi korban & terabaikan,kepala kepolisian republik indonesia pensiun ketimbang ketegasan memimpin kepolisian republik indonesia aduan surat pemberitahuan tahunan korban terabaikan,1,0,1,0,0,0,0,0,1,1,0,0
"Usir aja nih cina satu. Ki gila pamungkas dibui gara-gara anti cina. Lha ini cina udh numpang di negeri ini, malah... URL",usir nih cina ki gila pamungkas bui gara gara anti cina cina menumpang negeri uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
URL &lt;-cewek jablay bugil minta dibelai #bokep #fotomemek #ngentot #bugil #ngentot',uniform resource locator lt cewek jablay bugil dibelai bokep foto memek ngentot bugil ngentot,0,1,0,0,0,0,0,0,0,0,0,0
Indonesia akan Jadi Tuan Rumah KTT Ulama Dunia Pertama; #KTTUlamaDunia #WasatiyatIslam #IslamIndonesia #IslamModerat,indonesia tuan rumah konferensi tingkat ulama dunia pe konferensi tingkat ulama dunia islam moderat islam indonesia islam moderat,0,0,0,0,0,0,0,0,0,0,0,0
"USER Bu guru cebong ternyata, gitu'",bu guru cebong,1,1,1,0,0,0,0,0,1,1,0,0
Konsep watasiyat Islam bisa menjadi ciri dan identitas umat Islam di Indonesia; #NKRI; #JagaNKRI; #Pancasila; #IndonesiaSatu; #KTTUlama2018; #KerukunanUmat; #KTTIslamWasatiyyah; #KitorangCintaJokowi; #JokowiSayangiPapua; #JokowiBlusukanPapua; #IndahnyaKebe,konsep moderat islam ciri identitas umat islam indonesia negara kesatuan republik indonesia jaga negara kesatuan republik indonesia pancasila indonesia konferensi tingkat ulama 2018 kerukunan umat konferensi tingkat islam wasatiyyah orang cinta jokowi jokowi sayangi papua jokowi blusukan papua indahnya kebersamaan,0,0,0,0,0,0,0,0,0,0,0,0
"Kalo kata anak rp jaman 2012 mah 'anjir jjkp. Jomblo jablay kebelet pacaran'""",anak rupiah jaman 2012 anjir jomlo jablay kebelet pacaran jomlo jablay kebelet pacaran,0,1,0,0,0,0,0,0,0,0,0,0
kesel tai army kepalanya gede2 bener URL,kesal tai army kepalanya gede gede uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
"USER Insyaallah..jika kita dpt boikot safiey illias,tempiasnye akan kena pada transgender s yg lain...'",insyaallah boikot safiey ilias tempiasnya kena transgender si,0,0,0,0,0,0,0,0,0,0,0,0
Tidak perlu ... Biarkan Jokowi melindungi Ahok ... Tahun 2019 kita lengserkan Jokowi ... Itu baru mantap,biarkan jokowi melindungi ahok 2019 lengserkan jokowi mantap,1,0,1,0,0,0,0,0,1,0,0,1
"USER Ayo, memek pengen diisi kontol juga.'",ayo memek diisi kontol,0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Setuju. Memang PKS bukan PKI. Cara2 PKI ini persis seperti cara2 pks menggaet golongan akar rumput dengan isu2 agama. Maka dari itu PKS disebut sbg partai komunis syariah.',setuju partai keadilan sejahtera partai komunis indonesia partai komunis indonesia persis sepe i partai keadilan sejahtera menggaet golongan akar rumput isu isu agama partai keadilan sejahtera ai komunis syariat,1,0,0,1,1,1,0,0,0,0,1,0
USER Koar-koar nya gerakan umat..eh ngebacotnya dukungan politik..\nDasar Bani Cabul otak 212 SE MONAS \xf0\x9f\x98\x82',koar koar nya gerakan umat eh ngebacotnya dukungan politik dasar bani cabul otak 212 monas,1,1,0,1,1,0,0,1,0,0,1,0
USER AKU NAYEON BUKAN BOLOT\xf0\x9f\x98\xa0',nayeon bolot,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Ironinya banyak bisnis dg mega triliunan profit namun dulu pendirinya sama sekali nggak punya mimpi kesana. \n\nContohny\xe2\x80\xa6',ironinya bisnis mega triliunan profit pendirinya mimpi kesana contohnya,0,0,0,0,0,0,0,0,0,0,0,0
jom mampus.',jom mampus,1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Sejelek2nya Jokowi, jk di sandingkn dgn Prabowo, masih jauh, dr jejaknya saja rakyat sdh tau, mungkin jk bkn Prabowo masih bs di pertimbangkan utk tdk milih Jokowi. Hemm buta mata boleh mas, tp jk hati yg sdh di butakan oleh p",sejelek jeleknya jokowi sandingkan prabowo jejaknya rakyat tau prabowo pe imbangkan memilih jokowi hem buta mata mas hati butakan p,0,0,0,0,0,0,0,0,0,0,0,0
"20 tahun Reformasi, kenyataannya orang susah mempertemukan â??demokrasiâ?? dan â??kesejahteraanâ??. Kita lupa ide ini berhubungan dengan sistem lain, yaitu sistem ekonomi pasar bebas Tak heran selama 20 tahun ini kita masih mencari titik temu antara negara, pasar,",20 reformasi kenyataanya orang susah mempe emukan demokrasi kesejahteraan lupa ide berhubungan sistem sistem ekonomi pasar bebas heran 20 mencari titik temu negara pasar,0,0,0,0,0,0,0,0,0,0,0,0
"USER Itu Yg mencaci ulama siapa mmg nya klo bkn org kafir dan munafik,,,,pake otak mu pekok'",mencaci ulama nya orang kafir munafik pakai otak mu bodoh,1,1,1,0,0,0,0,0,1,1,0,0
USER USER neng ...itu bpk yg terhormat ga pke mulut klo ngomong.mohon maaf dia pke SILIT',neng terhormat pakai mulut berbicara mohon maaf pakai silit,1,1,1,0,0,0,1,0,0,1,0,0
USER USER Ritual Puasa tiap tanggal 10 Muharram adalah tradisi Yahudi di madinah waktu itu...\n\nMenyembelih Kambing utk Bayi yg baru lahir adalah kebiasaan Arab utk mengekspresikan Kebahagiaan datangnya anggota keluarga baru...\n\nJ,ritual puasa tanggal 10 muharam tradisi yahudi madinah menyembelih kambing bayi lahir kebiasaan arab mengekspresikan kebahagiaan datangnya anggota keluarga nj,0,0,0,0,0,0,0,0,0,0,0,0
"Gubernur Indonesia kita ini , Pa USER memang Woooow..! Salah satu Putra Terbaik Bangsa Indonesia Pribumi yg memang layak memimpin Negeri ini.; Semoga Allah SWT melindungi, meluruskan perjuangan demi tegakan Islam, memajukan bangsa &amp; Negara.",gubernur indonesia woooow salah putra terbaik bangsa indonesia pribumi layak memimpin negeri semoga allah subhanahu wa taala melindungi meluruskan perjuangan tegakkan islam memajukan bangsa amp negara,0,0,0,0,0,0,0,0,0,0,0,0
"Islam yg rahmatan lil alamin, Kristen yang cinta kasih, Hindu Budha Konghucu yang penuh kedamaian. Semua agama ajarkan kebaikan #PraKhotbah",islam rahmatan lil alamin kristen cinta kasih hindu buddha konghucu penuh kedamaian agama ajarkan kebaikan pra khotbah,0,0,0,0,0,0,0,0,0,0,0,0
USER Gw sejak akil baliq 17 tahun Islam.\nDiperlakukan tidak adil. Gw bilang pernah. Bacot elo pernah bikin gak adil umat Islam.',gue akil balig 17 islam diperlakukan adil gue bilang bacot bikin adil umat islam,1,1,1,0,0,0,0,0,1,1,0,0
"Ajak rakyat wisata ziarah dalam negeri, jangan biarkan rakyat terus ditipu melakukan ziarah Umroh & Haji",ajak rakyat wisata ziarah negeri biarkan rakyat ditipu ziarah umrah haji,1,0,0,1,1,0,0,0,0,0,1,0
USER USER MULUT KAMPANG',mulut kampang,1,1,1,0,0,0,1,0,0,1,0,0
USER Biasa Prof.... rombongan cebong IQ dangkal asal nguap aja',prof rombongan cebong intelligence quotient dangkal menguap,1,1,0,1,0,0,0,0,1,0,1,0
USER ak :( anak kampang ggggg',anak kampang ggggg,1,1,1,0,0,0,0,0,1,1,0,0
"Ngedance cewe gak bisa luwes, cowo gabisa nguci. Tai.'",menari cewek luwes cowok mengunci tai,0,1,0,0,0,0,0,0,0,0,0,0
udah gapaham lagideh sama otak cebong\xf0\x9f\x98\xad',paham deh otak cebong,1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER bubar bangsad',bubar bangsat,1,1,0,1,0,0,0,0,1,0,1,0
"Agar dapat bekerja BERSIH, jajaran KemenAg harus tahu, Allah SWT menjanjikan rampasan, bukan Tuhan dan harus DIBUANG",bersih jajaran kementerian agama allah subhanahu wa taala menjanjikan rampasan tuhan dibuang,1,0,0,1,1,0,0,0,0,0,1,0
"USER USER USER USER USER USER USER Kira2 yg pantas jadi Presiden 2019 siapa, ya?; ; Yg telanjang Dada, ga ah karena Pesimis.; ; #2019TetapJokowi; #2019LanjutJokowi",presiden 2019 ya telanjang dada ah pesimis 2019 jokowi 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0
#rlp yeoja tantik culik gw donk bawa ke rumah luh .gw nguntungin lo. tar bisa ngentot spuas nya truz bisa di sembelehin ndiri kok',rlp yeoja cantik culik gue bawa rumah gue menguntungkan tar ngentot puas nya teruskan sembelihkan,0,1,0,0,0,0,0,0,0,0,0,0
#RRIBantenSiangIni; ; KPU Pangkalpinang Belum Tetapkan DPT Pilkada 2018,radio republik indonesia banten siang komisi pemelihan pangkal pinang tetapkan pilihan kepala daerah 2018,0,0,0,0,0,0,0,0,0,0,0,0
ya Allah jgn la main2 aku takut la gila',ya allah main main takut gila,0,0,0,0,0,0,0,0,0,0,0,0
Usir budha dari tanah jawa!!!!,usir buddha tanah jawa,1,0,0,1,1,0,0,0,0,0,0,1
Yg mau lengserkan Jok pasti lawan politiknya spt SBY wowo HT TS PKS.biasa bayarin demo-demo..FPI.jgn takut pak Jok.Rakyat TNI POl bela JokAhok,lengserkan jok lawan politiknya surat pemberitahuan tahunan susilo bambang yudhoyono prabowo hati thread starter partai keadilan sejahtera bayarkan demo demo front pembela islam takut jok rakyat tentara nasional indonesia pol bela jokowi ahok,1,0,0,1,0,0,0,0,1,0,1,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,,0,0,0,0,0,0,0,0,0,0,0,0
"USER ga kok, aku juga ga mendukung, secara agama haram dan secara sosial kurang baik. tapi kalo ada yg lgbt di sekitar aku, akunya juga ga ngejauh, apalagi kalo itu temen, cukup tau kalo bisa sih dirangkul biar pelan pelan bisa normal lagi'",mendukung agama haram sosial lgbt akunya menjauh teman tau sih dirangkul biar pelan pelan normal,0,0,0,0,0,0,0,0,0,0,0,0
"[askmf] sedih gaksi waktu orang2 ngeledekin doi tentang kita gitu, dia jawab ""najis, bocah.""? :""('",askmf sedih sih orang orang meledeki najis bocah,0,1,0,0,0,0,0,0,0,0,0,0
"USER ~ Tokoh2 agama yang 'berpolitik praktis' dengan &amp; untuk identitas keagamaan untuk jabatan2 publik seperti Presiden hingga Lurah?. Itu seperti di lingkungan agama Budha, Ngaku biksu, Tetapi makan daging &amp; minum miras, Bahkan berkeluarga",tokoh tokoh agama berpolitik praktis amp identitas keagamaan jabatan jabatan publik sepe i presiden lurah sepe i lingkungan agama buddha mengakui biksu makan daging amp minum minuman keras berkeluarga,1,0,0,1,1,0,0,0,0,0,1,0
Agus silvy Tukang Fitnah DebatFinalPilkadaJKT,agus silvy tukang fitnah debat final pemilihan kepala daerah jakarta,1,0,1,0,0,0,0,0,1,1,0,0
"Bahaya Islam sudah TERBUKTI, lihat Teroris Islam, ISIS dll. USER di pandang dari sudut mana islam berbahay.",bahaya islam terbukti lihat teroris islam isis pandang sudut islam berbahaya,1,0,0,1,1,0,0,0,0,0,1,0
Rambut aku tuh sebenernya warnanya apa sih kadang oren kadang coklat muda kadang coklat onta',rambut warnanya sih kadang oren kadang coklat muda kadang coklat onta,0,0,0,0,0,0,0,0,0,0,0,0
"Emyu mau kedatangan pemain asal Arab. Biar berkah kayaknya. Kan udah lambangnya setan, dukung LGBT lagi. Jadinya harus diseimbangkan.'",manchester united kedatangan pemain arab biar berkah kayaknya lambangnya setan dukung lgbt diseimbangkan,0,1,0,0,0,0,0,0,0,0,0,0
USER Sumpaaah kaya kalo abis IAA dilanjut olim sama pagelaran budaya gak siii wkwkw,sumpaaah kayak habis iya dilanjut olimpiade pagelaran budaya siii wkwk,0,0,0,0,0,0,0,0,0,0,0,0
"Pada wkt agama kristen mulai menguat sekitar Timur Tengah, wkt Byzantium mengakui eksistensi agama ini, terbentuk ormas PARABALANI.; ; Anggota Parabalani umumnya pemuda2 dr kelompok rendah masyarakat tetapi fanatik kristen dan taat pada ulama mereka.",agama kristen menguat timur byzantium mengakui eksistensi agama terbentuk organisasi masyarakat parabalani anggota parabalani pemuda pemuda kelompok rendah masyarakat fanatik kristen taat ulama,0,0,0,0,0,0,0,0,0,0,0,0
Mngkn jg karna nama gw yg terkesan Kristen bgt(kata org2) tp ya kata bokap sih karna keren aja gt scr bokap jg bergaul dilingkungan tionghoa',nama gue terkesan kristen banget orang orang ya ayah sih keren ayah bergaul dilingkungan tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Saracen digunakan Anies Sandi utk serang Ahok? Mosok sih? Iya apa iya banget? URL,saracen anies sandi serang ahok sih iya iya banget uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
"Tantangan Industri Sawit, Budaya Bakar Lahan Rawan Penyimpangan",tantangan industri sawit budaya bakar lahan rawan penyimpangan,0,0,0,0,0,0,0,0,0,0,0,0
RT USER Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! StopKriminalisasiUlama URL,ayo jaga keutuhan negara kesatuan republik indonesia tangkap penista agama stop kriminalisasi ulama uniform resource locator,1,0,1,0,1,0,0,0,0,0,0,1
Nganjing2in seneng. Dianjingin marah. Tolol.',menganjing anjingkan senang dikatai anjing marah tolol,1,1,1,0,0,0,0,0,1,1,0,0
USER USER Jangan sebarkan demi keamanan sejagat,sebarkan keamanan sejagat,0,0,0,0,0,0,0,0,0,0,0,0
USER USER anjir ga gitu jg bloon',anjir,1,1,1,0,0,0,0,0,1,1,0,0
"6. Presiden USER juga menginginkan laporan dari jajaran terkait mengenai detail lain seperti persiapan infrastruktur transportasi, lokasi pertandingan, hingga kesiapan atlet Indonesia yang akan berlaga di #AsianGames2018 #JokowiPacuPromosiAsianGames #Yu",6 presiden laporan jajaran terkait detail sepe i persiapan infrastruktur transpo asi lokasi pe andingan kesiapan atlet indonesia berlaga asian games 2018 jokowi pacu promosi asian games yu,0,0,0,0,0,0,0,0,0,0,0,0
GANYANG PKI! Perkumpulan Kripik Indo... URL,ganyang partai komunis indonesia perkumpulan keripik indonesia uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
Orang ini akan nyunsep bersama jokowi 2019. URL,orang terperosok jokowi 2019 uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
RT USER Akhirx berhasil dikotak kotakan dibuat saling benci. Jaman sby gk gini2 amat,berhasil kotak kotakan benci jaman susilo bambang yudhoyono,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER kristen katholik berbeda tradisi dgn kristen protestan mas,di katholik ga pakai musik2 band ato musik yg mnghentak2 tp kita sikapi prbedaan dg bijak,di kristen advent jg ada",kristen katolik berbeda tradisi kristen protestan mas katolik pakai musik musik band musik menghentak hentak menyikapi perbedaan bijak kristen advent,0,0,0,0,0,0,0,0,0,0,0,0
"#RRIBantenPagiIni; ; Diduga Masalah Ekonomi, Seorang Guru SD Nekat Gantung Diri",rribantenpagiini diduga ekonomi guru sekolah dasar nekat gantung,0,0,0,0,0,0,0,0,0,0,0,0
RT USER Usir aja duta besarnya Negara yg Kristen aja udah putus hubungan diplomatik.,usir duta besarnya negara kristen putus hubungan diplomatik,1,0,1,0,1,0,0,0,0,0,0,1
"USER PBB Minta Dunia Kumpulkan Dana Kemanusiaan Rp 11,9 Triliun untuk Irak > Sia-sia sebelum Islam dibuang",pbb dunia kumpulkan dana kemanusiaan rupiah 11 9 triliun irak islam dibuang,1,0,0,1,1,0,0,0,0,0,1,0
"A: pribadi yg bergairah, bersemangat, selalu berpikir optimis dan positif",a pribadi bergairah bersemangat berpikir optimis positif,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Pemilu sudah dekat, semua jadi halal, begitulah komunis bekerja'",pemilihan halal komunis,0,0,0,0,0,0,0,0,0,0,0,0
Ini mah keren abiez ð???ð???.,keren habis,0,0,0,0,0,0,0,0,0,0,0,0
"USER Yang namanya kapitalis emang kejam sih dalam konteks apapun, mending beli di warung2 kecil/toko2 lusinan bisa mensejahterakan rakyat juga. Pertanyaan gua selanjutnya, lu masih inget ga sama gua? Haha'",namanya kapitalis kejam sih konteks apapun mending beli warung warung toko toko lusinan mensejahterakan rakyat pe anyaan gue gue haha,0,0,0,0,0,0,0,0,0,0,0,0
"Ada orang orang terlahir dengan tubuh yang di sebut cacat oleh kehidupan ini,namun justru memiliki Jiwa yang mengagumkan ?Sebaliknya ,banyak org yg hidup sehat ,justru Jiwa di dalamnya sangat jauh dari kematangan dan kedewasaan'",orang orang terlahir tubuh cacat kehidupan memiliki jiwa mengagumkan orang hidup sehat jiwa dalamnya kematangan kedewasaan,0,0,0,0,0,0,0,0,0,0,0,0
"Ada yang tak pakai tudung, tapi bagi nasihat tentang agama atau hal baik?; ; Dengarlah nasihat walau dari seorang pelacur, ambil yang baik dan buang yang buruk. Hitam tak semestinya kotor. Putih tak semestinya bersih.",pakai tudung nasihat agama dengarlah nasihat pelacur ambil buang buruk hitam semestinya kotor putih semestinya bersih,0,0,0,0,0,0,0,0,0,0,0,0
"Saya nggak alim-alim amat, tapi juga nggak bodoh-bodoh amat untuk melupakan bahwa dalam Islam, nikah itu juga soal meningkatkan kualitas ibadah dan membangun pranata bagi generasi penerus.; ; Lha kalau alasannya direduksi jadi ""ketimbang zina"", memangnya i",alim alim bodoh bodoh melupakan islam nikah meningkatkan kualitas ibadah membangun pranata generasi penerus alasannya direduksi ketimbang zina memangnya i,0,0,0,0,0,0,0,0,0,0,0,0
"Banyak banget yg blum disebutin,\n\nDan lucunya\n\nMASA SAYA DITUNTUT UNTUK SENANG!\n\n(Cm orang sinting yg brfikir bwgitu)'",banget lucunya dituntut senang orang sinting berpikir,0,1,0,0,0,0,0,0,0,0,0,0
Maenkan mang,mainkan mang,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: gue bikin video, isinya photo dan video ucapan selamat ultah untuk dia.\n\nYAK!! BOLEH MEMAKI SAYA SEKARANG YAA WAKTUNYA..\n\nok,\xe2\x80\xa6'",gue bikin video isinya photo video ucapan selamat ulang nyak memaki ya oke,0,0,0,0,0,0,0,0,0,0,0,0
USER China Negara Komunies Anti Islam .. Sgt Disesalkan Justru Rezim Berhutang Ma Negara Komunies,cina negara komunis anti islam disesalkan rezim berhutang negara komunis,1,0,0,1,1,1,0,0,0,0,1,0
"Ayo Muslim hantam terus LGBT, rakyat akan paham yg harus DIBUANG Islam USER Parmusi Dorong RUU Anti Paham LGBT",ayo muslim hantam lgbt rakyat paham dibuang islam parmusi dorong rancangan undang undang anti paham lgbt,1,0,0,1,1,0,0,1,0,0,0,1
"USER Mana aku tahu, aku kan cebong..'",cebong,0,0,0,0,0,0,0,0,0,0,0,0
USER lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik !! Bodoh kau,pilih ahok pilih iman koruptor munafik bodoh,1,1,1,0,1,0,0,0,0,1,0,0
Entah kenapa pesimisme yang justru ditonjolkan oleh rezim jokowi,pesimisme ditonjolkan rezim jokowi,1,0,1,0,0,0,0,0,1,1,0,0
Kenapa ya gue punya kakak laki mulutnya lemes banget kek banci yg lagi marah.\n\nMentolo tak guak cangkem e.',ya gue kakak laki mulutnya lemas banget kayak banci marah mentolo gue cangkem e,1,1,1,0,0,0,0,1,0,1,0,0
"Bukannya di Negeri ini juga begitu om? Pekerja mah jongos cina doank, kerja dari subuh sampe malam, digaji pas-pasan, yg kaya cina.",negeri om pekerja jongos cina doang kerja subuh malam digaji pas pasan kayak cina,1,1,0,1,0,1,0,0,0,0,1,0
"USER T- tapi, dia ini mencurigakan. Bahkan aku berpikir kalau dia bukan Antek antek papapresident, melainkan sebenarnya dia adalah Agent beras.'",t mencurigakan berpikir antek antek papa presiden agent beras,0,0,0,0,0,0,0,0,0,0,0,0
USER USER cebong boros bacot hemat pake otak',cebong boros bacot hemat pakai otak,1,1,1,0,0,0,0,0,1,1,0,0
